language,channel,title,video_url,date,views,subs,ratio,velocity_day,group_cases,retention_proxy,viral_score_public,score_view_ratio,score_velocity,score_repeatability,score_retention,hook,conflict,ending,neighbor,quality
en,"The Land Of Boggs (@TheLandofBoggs), URL канала: https://www.youtube.com/@TheLandofBoggs/shorts",Dad Wants to Help,https://www.youtube.com/shorts/kKQgjBg6ff8,2026-08-18,57000.0,9810000.0,0.0058103975535168,19000.0,6,0.5319304675498524,48.7,0.0,10.696941144889111,20,7.978957013247786,"оранжевый персонаж сидит перед сломанной раковиной, из которой хлещет вода, и пытается получить инструкцию по ремонту через смартфон","пожилой усатый персонаж предлагает помощь, но герой упрямо отвергает её и закрывает дверь/жалюзи, пока помещение затапливает","вода достигает потолка, герой продолжает смотреть в смартфон, после чего затопляет всё помещение и экран",https://www.youtube.com/watch?v=QfUXVWy_5KU,"среднее — заголовок, канал, дата, просмотры и подписчики подтверждены открытыми страницами, сюжет подтверждён визуальным анализом, но длительность недоступна, а число просмотров на странице канала отображалось округлённо и расходилось с прямой страницей."
ru,"Jokes of the 13th school (ПРИКОЛЫ 13й ШКОЛЫ), URL канала: https://www.youtube.com/@schooljokes","SHOCK! HE MADE IT INTO THE RECORD BOOKS! 🥳 Tasty treats during break \""Pranks of School 13\"" (Episo... [точное продолжение заголовка публично не раскрыто в доступном интерфейсе]",https://www.youtube.com/watch?v=VMgn8zKPR5U,не найдено,166.0,8350.0,0.019880239520958,,4,0.9015748031496063,48.5,0.0,0.0,20,13.523622047244094,"в первые 1–3 секунды девочка с двумя косичками и мальчик в белых школьных рубашках сидят за партой, девочка активно говорит и жестикулирует","три независимых юмористических школьных скетча — проблема с бутылкой кефира, спор об опасном рекорде и проверка директора, осложнённая неработающими ручками","ведущие возвращаются в кадр, прощаются, машут в камеру и анонсируют новые серии через неделю, затем появляется графическая заставка и копирайт",https://www.youtube.com/watch?v=E691Clj3uF0,"среднее — заголовок, канал, просмотры, подписчики, длительность, серийность и соседние эпизоды подтверждены открытыми страницами YouTube, но точная дата и полное окончание заголовка недоступны, а сюжетные поля подтверждены анализом публичного видеоряда."
ru,Jokes of the 13th school,"THE WORST COMPLIMENT IN THE WORLD! 🤯 Battle for circus tickets and a shock in art class \""Pranks of School 13\""",https://www.youtube.com/watch?v=L8O1orezI3s,2026-07-21,254.0,8350.0,0.0304191616766467,8.193548387096774,4,0.9015748031496063,47.9,0.0,2.408707915435594,20,13.523622047244094,"в первые 1–3 секунды две школьницы в белых рубашках сидят за партой лицом к камере, приветствуют зрителя и жестикулируют","единый сквозной конфликт не найдено — выпуск состоит из трёх независимых юмористических скетчей о цирковых билетах, рисунке на уроке и неудачном комплименте","ведущие-школьницы возвращаются в кадр, подводят итог, смеются и произносят название сериала, мальчики на заднем плане возмущённо просят замолчать, затем прощание, логотип и титры",https://www.youtube.com/watch?v=VMgn8zKPR5U,"высокое — прямые страницы YouTube подтверждают заголовок, канал, URL канала, просмотры, подписчиков, дату через индексированную страницу, длительность, плейлист и соседние эпизоды; сюжетные поля подтверждены анализом самого публичного видео, но точная транскрипция диалогов не использовалась."
ru,"Jokes of the 13th school (@schooljokes), URL канала: https://www.youtube.com/@schooljokes","POSED AS A TEACHER! 🤯 Nastya Zavadskaya declared WAR and an obtuse angle (Episode 298) \""Pranks of School 13\""",https://www.youtube.com/watch?v=eQVefCEDS1Q,2026-07-13,229.0,8350.0,0.0274251497005988,5.871794871794871,4,0.9015748031496063,47.6,0.0,2.092675467505724,20,13.523622047244094,"в первые 1–3 секунды девушка-подросток за школьной партой обращается к зрителям по-русски («Привет, ребята! Вы знаете, мы тут как-то посчитали…»), пока на фоне кривляется парень в очках","ролик-альманах из трёх школьных скетчей: ученики не верят новому молодому человеку, что он учитель; учитель требует от Мосина объяснить пустые места и незнание геометрии; ученики обсуждают расставание пары из параллельного класса","ведущие сообщают, что «очередная серия закончилась», прощаются, на фоне продолжаются школьные гэги, затем появляется заставка «Киноцентр Евгения Крыжановского»",https://www.youtube.com/watch?v=ZJV7QsQWyKE,"среднее — заголовок, дата, длительность, просмотры и канал подтверждены открытой выдачей YouTube/страницей канала, а сюжет и серийность проверены анализом самого ролика; прямая страница ролика была ограничена антибот-проверкой, поэтому независимый трекер и точный публичный счётчик на самой watch-странице не подтверждены."
en,ANOMALY | Original Series (https://www.youtube.com/channel/UCuLQpgDf4hmB7UHBwKCTjmQ),ANOMALY | EPISODE 2 | RAVEN,https://www.youtube.com/watch?v=L-ZHPlVa4do,2026-06-11,249263.0,76600.0,3.254086161879896,3510.7464788732395,2,,45.3,6.405363100340806,8.863807889098409,15,0.0,"На чёрном фоне сообщается, что с 1940-х годов свидетели НЛО заявляют о визитах таинственных «людей в чёрном»","Amber пытается понять последствия близкого контакта с НЛО в форме «Тик-Така», сталкиваясь с паранойей, слежкой загадочного мужчины в чёрном и страхом аномального опыта","Amber выбегает из дома и видит напротив чёрный автомобиль и того же «человека в чёрном», который пристально смотрит на неё",https://www.youtube.com/watch?v=Zs6UDYnmKZA,"среднее — заголовок, канал, дата, просмотры, подписчики, длительность и серийность подтверждены открытой страницей/индексом YouTube, а сюжетные поля дополнительно проверены анализом доступного видео; прямой URL YouTube в браузере временно перенаправлял на страницу ограничения трафика."
en,Kinigra Deon,SHE CHOSE HIM! | Country Love Ep.3 | Kinigra Deon,https://www.youtube.com/watch?v=8rSqLF9WOuE,2026-06-18,548000.0,6050000.0,0.0905785123966942,8562.5,4,,44.8,0.0,9.83162825515591,20,0.0,"Сераф в отчаянии собирает вещи и говорит, что не понимает, почему они должны уехать; затем звучит вопрос, куда исчезли вещи Эпплджека","Эпплджек бесследно исчез, а Сераф вынуждена переехать с матерью и её новым партнёром, пытаясь начать новую жизнь и отношения, но не может отпустить Эпплджэка","после шока и галлюцинации Сераф встречает в школе нового ученика Кармело, который выглядит так же, как погибший Эпплджек",https://www.youtube.com/watch?v=Ty_lhncnuTk,"среднее — заголовок, канал, дата, текущие просмотры и подписчики подтверждены открытой страницей/индексом YouTube, сюжет и серийность проверены анализом самого ролика, но точная длительность публично не извлечена."
ru,"Bad Vo1ce (@BadVo1ce), URL канала: https://www.youtube.com/@BadVo1ce","Офисно-канцелярская диктатура / Смешные скетчи VLDL (юмор, приколы) #shorts",https://www.youtube.com/shorts/pn9rR8QxSG0,2024-07-11,3134998.0,501000.0,6.257481037924152,4066.1452658884564,1,,44.0,9.954994277969135,9.023224210853547,15,0.0,мужчина в офисе перебирает бумаги и скрепляет документы степлером,"у него заканчиваются скобы, и для получения новых он проходит очередь и абсурдную бюрократическую проверку расхода канцелярии","он возвращается к столу, заряжает единственную скобу и успешно скрепляет документ, после чего охранник снимает маску, обращается к зрителям и рекламирует Telegram-канал",https://www.youtube.com/shorts/8yhLLgtt9rg,"высокое — заголовок, канал, дату, просмотры и длительность подтверждены прямой страницей/структурированными метаданными YouTube, серийность и сюжет сверены с описанием YouTube, независимыми открытыми страницами и анализом связанного видео."
en,Cat Dog Diary (URL канала: https://www.youtube.com/channel/UCmzO97ypyUKqA1pGEAzmmGA),My Terrified Rescue Kitten Finally Did This Around My Rescue Puppy,https://www.youtube.com/watch?v=Zot2rVsMuBQ,2026-08-17,19443.0,29500.0,0.6590847457627118,4860.75,6,0.12758,43.1,0.0,9.216981557179464,20,1.9137,в первые 1–3 секунды щенок подбегает к спокойно лежащему серому котёнку на лежанке и сразу начинает игривую борьбу,"щенок активно пристаёт и борется с котёнком, питомцы катаются, кусаются в игре и делят игрушки, при этом котёнок то отбивается, то перехватывает инициативу","оба питомца успокаиваются и дремлют вместе, щенок на спине, котёнок рядом, крупный план мирного сна",https://www.youtube.com/watch?v=EjeIZGizXp8,"среднее — заголовок, канал, дата, длительность, просмотры, подписчики и описание подтверждены открытой страницей YouTube, сюжет — визуальным анализом ролика, но прямой странице на момент проверки показывалась verification dialog, а независимый трекер с полными метриками не найден."
ru,XCVmind (URL канала: https://www.youtube.com/@XCVmind),"ANOMALY, Season 1, Episode 3: The Village",https://www.youtube.com/watch?v=qntgZzuPCOI,2026-05-28,20999.0,53100.0,0.3954613935969868,247.04705882352943,5,,41.0,0.0,5.986335204571568,20,0.0,"титр «АНОМАЛИЯ 3 серия» на фоне гигантского паукообразного монстра, затем Алиса на белой «Ниве» спасается от чудовища на заснеженной дороге","выживание Алисы и семьи после глобальной катастрофы с гигантскими монстрами, включая требование отчаявшегося соседа отдать машину для побега","Алиса отдыхает в доме с рыжим котом, после внезапного взрыва/удара резко открывает глаза, и серия обрывается на клиффхэнгере перед логотипом и титрами",https://www.youtube.com/watch?v=JK_ACLIqAmM,"высокое — заголовок, дата, просмотры, длительность, подписчики, описание и серийность подтверждены прямой страницей YouTube и страницей канала; сюжет дополнительно проверен визуально-звуковым анализом, а точные числовые значения зафиксированы на срез 21.08.2026."
ru,"Аниматик (@Animatic-i1d), URL канала: https://www.youtube.com/@Animatic-i1d",Did Skiv lock Biscas in the basement? Episode 11 SL,https://www.youtube.com/shorts/c73d7usS5gI,2026-06-27,22000.0,1560.0,14.102564102564102,400.0,1,,40.9,14.366226030846807,6.507860931550456,5,0.0,в первые 1–3 секунды бородатый персонаж в защитных очках обвиняет оранжевого антропоморфного лиса Бискуса в похищении сына и требует ответственности,"бородатый персонаж угрожает наказать Бискуса, после чего Бискус опасается, что его запрут в подвале","Бискас оказывается заперт в подвале и обнаруживает рядом ещё трёх антропоморфных персонажей — синего, розово-белого и зелёного",не найдено,"среднее — заголовок, URL, канал, подписчики, длительность и просмотры подтверждены открытыми страницами YouTube, дата найдена в индексе поиска, а соседний эпизод не удалось подтвердить прямым URL; сюжет проверен визуально-аудиальным анализом, поскольку исходная страница помечена как Video unavailable."
ru,@AI Движение,кошки ставшие рабами леопардда 2,https://www.youtube.com/watch?v=f_PRmFegQC8,2025-12-28,1170.0,43.0,27.209302325581397,4.9576271186440675,1,,39.9,17.93396757708219,1.9376832942842466,5,0.0,"текстовая заставка «2-Серия», затем динамичная битва на мечах в лесу между леопардом и полосатым котом","полосатый кот побеждает леопарда и освобождает чёрных котят, после чего леопард и крыса-маг опасаются гнева неизвестного босса из-за вмешательства нового кота","леопард говорит, что у него есть «другой план», зловеще смеётся, затем ролик обрывается на призыве набрать 20 лайков для 3-й серии",не найдено,"высокое — заголовок, канал, URL канала, язык, дата, просмотры, подписчики и длительность подтверждены открытым представлением YouTube/oEmbed; сюжет и серийность проверены по самому ролику, но URL соседней серии публично не найден."
en,AI Fun Cartoons,“The Dream Machine 😴 | Funny Puppy & Robot Adventure | AI Fun Cartoons Episode 3 #viralvideo,https://www.youtube.com/watch?v=_hTSrSkntEI,не найдено,12.0,118.0,0.1016949152542373,,6,0.23333333333333334,38.5,0.0,0.0,20,3.5,"в первые 1–3 секунды показан спящий щенок Max в красной будке, закадровый голос говорит, что некоторые сны кажутся слишком реальными","робот сканирует спящего щенка, тот исчезает во вспышке, после чего R2 и Luna входят через Dream Machine в непредсказуемый мир снов и сталкиваются с нарушенной гравитацией, ожившими пончиками и монстрами","герои выбираются в реальный мир, затем показана нарезка новых приключений и экран Coming Soon с анонсом Episode 4 и призывом подписаться",https://www.youtube.com/watch?v=FJ0Ca98owYs,"высокое — заголовок, канал, подписчики, просмотры, длительность и серийность подтверждены страницами YouTube, сюжет проверен просмотром/мультимодальным анализом ролика, но точная дата публикации публично не извлеклась из-за ограничения YouTube для неавторизованного просмотра."
en,Cat Dog Diary (URL канала: https://www.youtube.com/@CatDogDiary-6868),How Did My Rescue Kitten and This Tiny Rescue Puppy Become So Close on Their First Meeting?,https://www.youtube.com/watch?v=Pj1GuY_-nu4,не найдено,89000.0,29500.0,3.016949152542373,,6,0.12758,37.9,5.994599883334372,0.0,20,1.9137,в первые 1–3 секунды рыжий котёнок с белыми лапами лежит на спящем коричневом щенке в серой лежанке и вылизывает ему голову,"выраженного драматического конфликта нет — интрига строится на том, смогут ли котёнок и щенок разных видов спокойно принять друг друга при первой встрече","котёнок забирается к щенку в лежанку, вылизывает ему голову и уши, затем кладёт голову поверх головы щенка, и они засыпают вместе",https://www.youtube.com/watch?v=4Ila9J5nl-M,"высокое — заголовок, канал, публичные просмотры, подписчики и длительность подтверждены страницами YouTube; точная дата публикации и URL канала в формате channel ID на странице ролика не отображались, поэтому дата отмечена как не найдено."
ru,"CinemaRuHub (@CinemaRuHub), URL канала: https://www.youtube.com/@CinemaRuHub",⚠️АНОМАЛИЯ №128 (ПОСТОЯЛИЦА)⚠️ #аномалии #мистика #minecraft #horror #roblox #fnaf,https://www.youtube.com/shorts/lMeqGhMQ5Oc,2025-08-21,13000.0,2810.0,4.6263345195729535,35.61643835616438,1,,37.2,8.31546290502196,3.9091902465902035,10,0.0,тёмное заброшенное здание и резкое появление пугающей высокой женской фигуры; закадровая подача сразу вводит условие «если при исследовании заброшенного здания вы заметили высокую фигуру…»,"человек пытается выжить при встрече с паранормальной «Аномалией №128», соблюдая правила и не поддаваясь панике","предупреждение, что последствия встречи могут продолжаться после спасения, затем пиктограммы безопасности и реплика «Всё для вашей безопасности. Желаю удачи»",https://www.youtube.com/shorts/QgbXanw4Tu0,"среднее — заголовок, канал, дата, просмотры и длительность подтверждены открытыми страницами YouTube/поисковой выдачей, а сюжет проверен анализом самого ролика; YouTube помечал воспроизведение как недоступное, поэтому метрики могли быть доступны только через индексированные публичные данные и округлены."
ru,Utopia ll (URL канала: https://www.youtube.com/@utopiall2100),Что ты выберешь? Часть 1 #shorts,https://www.youtube.com/watch?v=LhHbItKzRD0,не найдено,9.0,1.0,9.0,,1,,36.9,11.928031367991561,0.0,15,0.0,"с первых секунд динамичный Minecraft-паркур от первого лица и озвученный вопрос «Быть богатым, но несчастным ИЛИ бедным, но счастливым»","зрителю предлагаются последовательные бинарные выборы между двумя крайностями (богатый/несчастный или бедный/счастливый, правда/ложь и другие)","ролик обрывается после показа процентов «55% ИЛИ 45%» на последнем наблюдаемом выборе о сне и еде, без итоговой развязки или призыва к действию",https://www.youtube.com/shorts/6rBoV_ENKeQ,"среднее — заголовок, канал, URL канала, язык, просмотры, подписчики, тип и серийность подтверждены открытыми страницами; точная дата и длительность не отображались публично в доступной проверке, а страница ролика показывала защиту YouTube от автоматического просмотра."
en,Cat Dog Diary,My Rescue Puppy's First Meeting With a Terrified Rescue Kitten... Would She Ever Trust Him?,https://www.youtube.com/watch?v=4Ila9J5nl-M,не найдено,14000.0,29300.0,0.4778156996587031,,6,0.12758,36.9,0.0,0.0,20,1.9137,"в первые 1–3 секунды испуганный серо-белый котёнок лежит на лежанке, шипит и делает агрессивный выпад лапой к подошедшему щенку","щенок пытается приблизиться и подружиться, а котёнок защищает лежанку и личные границы, шипит, бьёт лапой и кусает щенка","котёнок спокойно уходит, а щенок остаётся на лежанке и мирно засыпает",https://www.youtube.com/watch?v=3ocjNDWp0tA,"среднее — заголовок, канал, URL канала, публичные счётчики из открытой выдачи и длительность подтверждены, но YouTube заблокировал прямое автоматическое чтение страницы, поэтому точная дата и некоторые текущие метрики не доступны."
en,"IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/@iraybsfilms",DEMONS UNLEASHED IN MY HOUSE PART 3 #shorts,https://www.youtube.com/shorts/x_IGFhPo2GA,не найдено,90.0,435.0,0.2068965517241379,,4,0.10310965630114566,36.5,0.0,0.0,20,1.5466448445171848,"заставка «START OF PART 3. MY WHOLE HOUSE IS HAUNTED» с жуткой улыбающейся фигурой у окровавленной двери, затем мужчина в темноте читает испачканную красным записку",мужчина сталкивается с пугающими сверхъестественными явлениями в доме — скримером и самопроизвольно движущимися предметами,"над ним на потолке появляется окровавленная сущность, висящая вверх ногами, после чего следует заставка «END OF PART 3. MY WHOLE HOUSE IS HAUNTED»",https://www.youtube.com/shorts/XmlbvjYYhS8,"среднее — заголовок, канал, URL канала, текущие просмотры, подписчики, формат Shorts, серийность и сюжет подтверждены открытой страницей/каналом и анализом доступного видео, но YouTube пометил ролик как недоступный в плеере, поэтому дата и длительность публично не подтверждены."
en,"IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/@iraybsfilms/shorts",ONLINE DATING IS TERRIFYING PART 4 #horrorshort,https://www.youtube.com/shorts/kSt7FC-qWVA,не найдено,36.0,435.0,0.0827586206896551,,4,0.10310965630114566,36.5,0.0,0.0,20,1.5466448445171848,первые 1–3 секунды показывают жуткую улыбающуюся трёхглазую фигуру с ноутбуком и текстом “START OF PART 4. ONLINE DATING IS SO SCARY”,"мужчина записывает видео для профиля онлайн-знакомств, но запись начинает самостоятельно искажаться, показывать угрожающие сообщения и сверхъестественно преследовать его","монстр нападает, мужчина падает со стула и прячется на полу в темноте, затем возвращается заставка с текстом “END OF PART 4. FOLLOW FOR MORE HORROR”",не найдено,"среднее — заголовок, канал, публичные просмотры, подписчики, формат Shorts и серийность подтверждены открытыми страницами, но YouTube показывал «Video unavailable», поэтому дата, длительность и URL именно соседней части не удалось подтвердить."
en,"IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/@iraybsfilms",HOUSE CLEANING HORROR - PART 5 #horrorshort,https://www.youtube.com/shorts/kKCzLW8tgbk,не найдено,28.0,435.0,0.064367816091954,,4,0.10310965630114566,36.5,0.0,0.0,20,1.5466448445171848,заставка с окровавленным человеком со светящимися глазами и надписями «START OF PART 5» и «CLEANING WAS NEVER THIS TERRIFYING»,"мужчина в доме слышит разбившееся стекло, идёт убирать осколки и сталкивается с пугающим присутствием в темноте","рядом с лицом мужчины внезапно появляется кричащий монстр, после чего ролик обрывается и появляется заставка «END OF PART 5. FOLLOW FOR MORE HORROR»",https://www.youtube.com/shorts/ICLQvHQKpF0,"среднее — заголовок, канал, URL канала, просмотры, подписчики, серийность, соседний эпизод и сюжет подтверждены открытыми страницами YouTube и анализом самого ролика, но дата публикации и длительность публично не извлеклись, а прямой Shorts-плеер показывал «Video unavailable»."
