rank_within_language,language,channel,channel_url,title,video_url,date,views,subs,duration_seconds,format,seriality,fit,ratio,view_ratio_score,data_completeness,hook,conflict,twist,ending,neighbor,quality,sources
22,en,"IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/@iraybsfilms",https://www.youtube.com/@iraybsfilms,HOUSE CLEANING HORROR - PART 5 #horrorshort,https://www.youtube.com/shorts/kKCzLW8tgbk,не найдено,28,435,,Shorts,"явно серийный ролик с маркировкой PART 5; ролик входит в публичный плейлист VERTICAL HORROR SHORT FILMS из 7 видео, где также перечислены PART 1–4 и PART 6; повторяющиеся персонажи: не подтверждено",да,0.06436781609195402,0.0,6,заставка с окровавленным человеком со светящимися глазами и надписями «START OF PART 5» и «CLEANING WAS NEVER THIS TERRIFYING»,"мужчина в доме слышит разбившееся стекло, идёт убирать осколки и сталкивается с пугающим присутствием в темноте","луч фонаря на пылесосе показывает фигуру в дверном проёме, после отключения света она оказывается ближе, а затем исчезает","рядом с лицом мужчины внезапно появляется кричащий монстр, после чего ролик обрывается и появляется заставка «END OF PART 5. FOLLOW FOR MORE HORROR»",https://www.youtube.com/shorts/ICLQvHQKpF0,"среднее — заголовок, канал, URL канала, просмотры, подписчики, серийность, соседний эпизод и сюжет подтверждены открытыми страницами YouTube и анализом самого ролика, но дата публикации и длительность публично не извлеклись, а прямой Shorts-плеер показывал «Video unavailable».",https://www.youtube.com/shorts/kKCzLW8tgbk\nhttps://www.youtube.com/@iraybsfilms/shorts\nhttps://www.youtube.com/playlist?list=PL54MIU52VWD9ZXboIKYerkjx45MUIGW0m\nhttps://www.youtube.com/shorts/ICLQvHQKpF0
23,en,"DRM English Dubbed (@drmenglishdubbed), URL канала: https://www.youtube.com/@drmenglishdubbed",https://www.youtube.com/@drmenglishdubbed,He Loved Every Little Thing About Her 🥰❤️ | Threads of Love | G1536,https://www.youtube.com/shorts/NdcHaYtnnwM,не найдено,1,306000,,Shorts,"да — ролик помечен Threads of Love и G1536, канал публикует повторяющиеся короткие фрагменты с теми же персонажами/сюжетной линией; полный сериал размещён в плейлисте Watch All Episodes | Threads of Love | English Dubbed",да,3.26797385620915e-06,0.0,6,обеспокоенная женщина отвечает на телефонный звонок,по телефону сообщают трагическое известие из больницы — человека атаковали и выбросили из движущегося автобуса; другая женщина реагирует враждебно и называет происходящее «драмой»,"выясняется, что пострадавшая — Амайя, а не Мира","сцена обрывается на крупных планах шокированных лиц, после чего появляется рекламная заставка с призывом посмотреть полную историю",https://www.youtube.com/watch?v=saP0vgirPJo,"среднее — заголовок, канал, публичные просмотры и подписчики подтверждены открытыми страницами, серийность и сюжет проверены анализом ролика, но дата и длительность исходного Shorts недоступны из-за статуса Video unavailable.",https://www.youtube.com/shorts/NdcHaYtnnwM\nhttps://www.youtube.com/@drmenglishdubbed/shorts\nhttps://www.youtube.com/playlist?list=PLXd471CHFK_w\nhttps://www.youtube.com/watch?v=saP0vgirPJo
24,en,The Land Of Boggs (URL канала: https://www.youtube.com/@TheLandofBoggs),https://www.youtube.com/@TheLandofBoggs),The Coolest Coffee Order?!,https://www.youtube.com/shorts/OvBfS30UNn4,2026-08-07,5426416,9810000,,Shorts,серийный анимационный проект The Land Of Boggs с повторяющимися персонажами Boggo и Boe,да,0.5531514780835882,0.0,5,"«Wanna grab coffee?» — приглашение выпить кофе, зафиксированное в открытом фрагменте описания/транскрипта",не найдено,не найдено,не найдено,https://www.youtube.com/watch?v=jF6zrWs9IzY,"среднее — заголовок, канал, дата, просмотры и подписчики подтверждены открытой страницей YouTube на срез 21.08.2026, но ролик отображался как недоступный для воспроизведения, поэтому длительность и полный сюжет (конфликт, поворот, финал) не подтверждены.",https://www.youtube.com/shorts/OvBfS30UNn4\nhttps://www.youtube.com/watch?v=OvBfS30UNn4\nhttps://www.youtube.com/@TheLandofBoggs/shorts\nhttps://www.youtube.com/watch?v=jF6zrWs9IzY\nhttps://www.facebook.com/thelandofboggs/videos/the-coolest-coffee-order/1592857802544347/
25,en,"IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/@iraybsfilms/shorts",https://www.youtube.com/@iraybsfilms/shorts,ONLINE DATING IS TERRIFYING PART 4 #horrorshort,https://www.youtube.com/shorts/kSt7FC-qWVA,не найдено,36,435,,Shorts,"да — в начале и конце ролика явно указаны START OF PART 4 и END OF PART 4; повторяющийся элемент серии — трёхглазая улыбающаяся фигура, появляющаяся в рамочной заставке",да,0.08275862068965517,0.0,5,первые 1–3 секунды показывают жуткую улыбающуюся трёхглазую фигуру с ноутбуком и текстом “START OF PART 4. ONLINE DATING IS SO SCARY”,"мужчина записывает видео для профиля онлайн-знакомств, но запись начинает самостоятельно искажаться, показывать угрожающие сообщения и сверхъестественно преследовать его","записанная версия мужчины отворачивается не так, как он в реальности, затем появляется надпись “WE ARE HERE”, после чего монстр выходит из экрана в комнату","монстр нападает, мужчина падает со стула и прячется на полу в темноте, затем возвращается заставка с текстом “END OF PART 4. FOLLOW FOR MORE HORROR”",не найдено,"среднее — заголовок, канал, публичные просмотры, подписчики, формат Shorts и серийность подтверждены открытыми страницами, но YouTube показывал «Video unavailable», поэтому дата, длительность и URL именно соседней части не удалось подтвердить.",https://www.youtube.com/shorts/kSt7FC-qWVA\nhttps://www.youtube.com/@iraybsfilms/shorts\nhttps://www.youtube.com/playlist?list=PL54MIU52VWD9ZXboIKYerkjx45MUIGW0m
26,en,AI Fun Cartoons (@AIFunCartoons-i4n,https://www.youtube.com/@AIFunCartoons-i4n),The Lonely Puppy and the Lost Robot 🤖🐶 | AI Fun Cartoons Episode 1,https://www.youtube.com/watch?v=6snspcdcch8,2025-10-28,16,118,648,другое,Episode 1; серийная AI-анимация с повторяющимися персонажами Max — щенок и R2 — робот; на странице канала подтверждён соседний Episode 2,да,0.13559322033898305,0.0,5,не найдено,не найдено,не найдено,не найдено,https://www.youtube.com/watch?v=FJ0Ca98owYs,"высокое — заголовок, канал, URL канала, язык, дата, просмотры, подписчики и длительность подтверждены страницей ролика и страницей канала; сюжетные микродетали первых секунд, поворот и финал публично не подтверждены доступным текстом.",https://www.youtube.com/watch?v=6snspcdcch8\nhttps://m.youtube.com/@AIFunCartoons-i4n/videos?view=0&sort=dd&shelf_id=2\nhttps://www.youtube.com/watch?v=FJ0Ca98owYs\nhttps://www.youtube.com/shorts/xisNQUatzlA
27,en,The Land Of Boggs (https://www.youtube.com/@TheLandofBoggs),не найдено,Only a vegetable can heal me,https://www.youtube.com/shorts/81SYX7yF2go,2026-08-14,2572952,,13,Shorts,"повторяемая анимационная серия The Land Of Boggs с постоянными персонажами Boggo и Boe; в данном ролике визуально наблюдается один главный оранжевый персонаж, похожий на Boe",да,,,7,"персонаж лежит лицом вниз среди мусора, пустых стаканов и коробок от пиццы, выглядит тяжело больным и стонет","герой страдает от сильного недомогания и ползёт к куче мусора, где на разделочной доске лежат свежие овощи","после укуса моркови он мгновенно «исцеляется» — появляются лучи из глаз, левитация, блестящий розовый фон и гиперболически счастливое лицо","герой сидит на чистом красном диване, говорит, что чувствует себя намного лучше, но снова ест вредные чипсы",https://www.youtube.com/shorts/qYCONY6yy-Y,"высокое — заголовок, канал, дата, просмотры и длительность извлечены из публичных данных YouTube; сюжет подтверждён визуальным анализом доступного видео и кросс-постом Facebook, а точное число подписчиков не указано, поскольку публично отображается только округлённое значение 9.81M.",https://www.youtube.com/shorts/81SYX7yF2go\nhttps://www.youtube.com/@TheLandofBoggs\nhttps://www.facebook.com/thelandofboggs/videos/only-a-vegetable-can-heal-me/1739806383898955/\nhttps://www.tiktok.com/@thelandofboggs/video/7673963947644472589\nhttps://www.youtube.com/shorts/qYCONY6yy-Y
28,en,GoodShort Moments (https://www.youtube.com/@GoodShortMoments-1),не найдено,Ungrateful family faces his wrath💥Found A Homeless Genius To Save My Company😈 #goodshort,https://www.youtube.com/watch?v=mG7sxxfpl3w,2026-04-25,902153,,1751,вертикальный эпизод,да — 2-й из 3 видео в публичном плейлисте Found A Homeless Genius To Save My Company; повторяющиеся персонажи Ethan Dalton и Richard Harrington,да,,,7,"в первые 1–3 секунды женщина в чёрном платье входит в помещение с телохранителями, один телохранитель поднимает с колен мужчину в коричневом костюме","компания Richard Harrington на грани банкротства, приёмные дети вместе с соперником Samuel West пытаются отобрать её, пока Richard ищет деньги для сотрудников и лечения жены","в момент, когда Richard готов подписать передачу компании, появляется CEO Ethan Dalton, оказавшийся мальчиком, которому Richard помог 15 лет назад","личность Ethan раскрыта, противники потрясены, их план рушится, ролик заканчивается клиффхэнгером и логотипом приложения",https://www.youtube.com/watch?v=SXcABNri7Dc,"высокое — заголовок, канал, дата, просмотры и длительность подтверждены страницей YouTube, серийность и соседние эпизоды публичным плейлистом, а сюжетные признаки проверены по описанию и анализу доступного видеоряда; точное число подписчиков публично не показано.",https://www.youtube.com/watch?v=mG7sxxfpl3w\nhttps://www.youtube.com/playlist?list=PLsayEnmpsGe-n7X42EN64kZKe6ptj7S4j\nhttps://www.youtube.com/@GoodShortMoments-1\nhttps://www.goodshort.com/drama/found-a-homeless-genius-to-save-my-company-31001349156
29,en,Matthew Raymond Extra and Matthew Raymond,не найдено,FUNNIEST Shorts of March 2026 😂,https://www.youtube.com/watch?v=3ZIjJfw3qOQ,2026-04-21,19000,,784,другое,"Компиляция независимых комедийных скетчей с повторяющимися персонажами и брендингом Matthew Raymond; подтверждённые персонажи включают Тайрона, Марджори, Бабушку, Офицера Ленарда и других; соседние месячные сборники присутствуют на том же канале",да,,,7,"В первые 1–3 секунды Тайрон в красной футболке сидит за школьной партой, жалуется на скучный урок и предлагает отпустить всех домой; появляется CTA Like","Единого конфликта у ролика-компиляции нет; отдельные скетчи содержат самостоятельные комедийные конфликты, но без единой сюжетной линии",не найдено для единого ролика-компиляции,"В последнем скетче Тайрон жалуется на облысение и принимает за парик мёртвое животное, вцепившееся ему в макушку; около 12:58 появляется чёрный экран с логотипом MATTHEW RAYMOND и CTA Subscribe",https://www.youtube.com/watch?v=6_aQmxV6c3I,"среднее — заголовок, канал, дата, просмотры и длительность подтверждены открытой страницей/поиском и анализом видео, но число подписчиков публично не отобразилось из-за ограничения YouTube, а сюжетные поля относятся к компиляции независимых скетчей.",https://www.youtube.com/watch?v=3ZIjJfw3qOQ\nhttps://www.youtube.com/c/MatthewRaymondExtra/videos\nhttps://www.youtube.com/watch?v=6_aQmxV6c3I\nhttps://www.youtube.com/watch?v=hn5ouVUKYkI\nhttps://www.youtube.com/watch?v=dEzm0eP3Itk
30,en,Cat Dog Diary (URL канала: https://www.youtube.com/@CatDogDiary-6868),https://www.youtube.com/@CatDogDiary-6868),My Terrified Rescue Kitten “Tamed” My Rescue Puppy... Now He Thinks He's a Kitten!,https://www.youtube.com/watch?v=oQc5kD7UCBo,2026-08-20,8421,,371,другое,"повторяющиеся персонажи — серо-белый кот и коричневый щенок таксы; ролик относится к повторяемой серии историй Cat Dog Diary, что подтверждается соседними роликами канала и водяным знаком «YouTube Cat Dog Diary»",да,,,7,"в первые 1–3 секунды серо-белый кот на спинке серого дивана бьёт лапой коричневого щенка таксы, который тянется к нему","щенок и кот активно борются и играют — щенок напрыгивает и покусывает кота, кот отбивается лапами (0:00–2:31), затем взаимодействие продолжается на ковре (2:32–5:15)","активная борьба сменяется сценой отдыха — щенок ложится в зелёную лежанку, кот с столика трогает его за хвост и ещё немного дразнит, после чего теряет интерес и уходит (5:16–5:54)","щенок остаётся один в зелёной лежанке, кладёт морду на бортик, моргает и засыпает (5:55–6:11)",https://www.youtube.com/watch?v=-EfPwPNCNZo,"высокое — заголовок, канал, URL канала, дату, просмотры и длительность сверены по открытой странице YouTube и oEmbed; число подписчиков не указано, поскольку страница показывает только округлённое «29.5K», а сюжет и серийность проверены визуальным анализом ролика и соседним видео.",https://www.youtube.com/watch?v=oQc5kD7UCBo\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=oQc5kD7UCBo&format=json\nhttps://www.youtube.com/@CatDogDiary-6868\nhttps://www.youtube.com/watch?v=-EfPwPNCNZo
31,en,"ANOMALY | Original Series (@AnomalyUFOSeries), URL канала: https://www.youtube.com/@AnomalyUFOSeries",https://www.youtube.com/@AnomalyUFOSeries,ANOMALY | EP1 | USO (TEASER),https://www.youtube.com/shorts/sPO3xbI1Ik4,2026-02-03,5712,,33,Shorts,"тизер первого эпизода повторяемой вертикальной мини-драмы/оригинальной серии ANOMALY; канал также содержит ANOMALY | EPISODE 2 [TEASER], повторяющиеся эпизодические обозначения и общий сериал",да,,,7,"титр «Inspired by documented events» («Вдохновлено задокументированными событиями»), рука с эскизом и резкая вспышка крупной цифры «4»","мужчина в футуристической гарнитуре рассказывает о наблюдении под водой — нечеловеческий объект двигался слишком быстро для подводной лодки, при этом океан исследован менее чем на 20%","после появления девушки с доской для серфинга следуют хаотичные подводные кадры со светящимися синими объектами и её шокированное лицо, смотрящее вверх","ночной горизонт океана, титр «ANOMALY EPISODE 1», затем чёрный экран с надписью «Created by Matthew Thompson»",https://www.youtube.com/shorts/VKicbO7p9yI,"среднее — заголовок, канал, дата, просмотры, длительность и серийность подтверждены прямой страницей/встроенными метаданными YouTube и страницей канала, но число подписчиков публично не обнаружено, а исходная Shorts-страница показывает «Video unavailable».",https://www.youtube.com/shorts/sPO3xbI1Ik4\nhttps://www.youtube.com/@AnomalyUFOSeries/shorts\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/shorts/sPO3xbI1Ik4&format=json\nhttps://www.youtube.com/shorts/VKicbO7p9yI\nhttps://www.imdb.com/title/tt42357340/\nhttps://www.youtube.com/watch?v=Zs6UDYnmKZA
32,en,SbignMation (https://www.youtube.com/@sbignmation),не найдено,STEVE.exe - Part 2 | Minecraft Animation,https://www.youtube.com/shorts/7bODUoNZf7Q,2026-08-20,,49,15,Shorts,"серийный ролик, часть 2 из серии STEVE.exe; на канале публично видны Part 1, Part 2 и Part 3, повторяющиеся персонажи/образы Minecraft, включая красного человечка, зомби и Херобрина",да,,,7,в первые 1–3 секунды красный человечек сражается с двумя зомби в лесу Minecraft и ударом ноги отбрасывает одного из них,"отлетевший зомби приземляется в кусты, превращается в Херобрина и возвращается с синей магической аурой","Херобрин возвращается, бьёт красного человечка и второго зомби, отправляя второго в полёт","Херобрин начинает серию быстрых ударов по красному человечку, после чего появляется надпись «SUB OR SMASH» с сердечками",https://www.youtube.com/shorts/ePNjeTEjnik,"высокое — заголовок, канал, подписчики, дата и серийность подтверждены публичными страницами YouTube; точное число просмотров и иные неотображённые поля не подставлялись.",https://www.youtube.com/shorts/7bODUoNZf7Q\nhttps://www.youtube.com/@sbignmation\nhttps://www.youtube.com/shorts/ePNjeTEjnik\nhttps://www.youtube.com/shorts/kRqooW0BfFk
33,en,Matthew Raymond (URL канала: https://www.youtube.com/@MatthewRaymond),https://www.youtube.com/@MatthewRaymond),LaBoogie’s EVIL Doll ep. 2 👀 (YOU DECIDE),https://www.youtube.com/watch?v=TN8sxaKg2rA,2025-08-21,,2950000,794,другое,"серийный повторяемый эпизод «LaBoogie’s EVIL Doll», ep. 2; повторяющиеся персонажи: Matthew, Tyrone, Jada и другие персонажи вселенной Matthew Raymond",да,,,7,"на чёрном фоне появляется анимированный персонаж с большими глазами и открытым ртом в красной футболке, затем из-за его спины на мгновение появляется жуткая синекожая кукла с оранжевыми волосами","герои пытаются избавиться от пугающей куклы, которую связывают со странными происшествиями и преступлениями","продавца новой куклы находят мёртвым, а затем кукла, запертая в багажнике, таинственно оказывается внутри запертого дома","Matthew и Tyrone оказываются заперты снаружи, появляется открытый финал «WHAT HAPPENS NEXT?» с выбором «MATTHEW’S PLAN» или «TYRONE’S PLAN»",https://www.youtube.com/watch?v=7i-7y3lN9Sk,"среднее — заголовок, канал, язык, дата, подписчики, длительность, серийность и сюжет подтверждены открытой страницей YouTube, страницей канала и независимыми источниками, но текущий счётчик просмотров на момент среза публично не извлечён.",https://www.youtube.com/watch?v=TN8sxaKg2rA\nhttps://www.youtube.com/@MatthewRaymond\nhttps://www.youtube.com/watch?v=7i-7y3lN9Sk\nhttps://matthew-raymond.fandom.com/wiki/LaBoogie%27s_EVIL_Doll\nhttps://vidiq.com/youtube-stats/channel/@matthewraymond/
34,en,"Marlycoal Comedy (@marlycoalcomedy), URL канала: https://www.youtube.com/@marlycoalcomedy",https://www.youtube.com/@marlycoalcomedy,🎬ENGLAND GRAMMAR SCHOOL is now Showing on YOUTUBE #comedy #grammarschools #english,https://www.youtube.com/shorts/4oe_vjoQz2k,не найдено,,214000,60,Shorts,"да — ролик промо/фрагмент повторяемой комедийной вселенной ENGLAND GRAMMAR SCHOOL; на странице указан связанный Episode 1, а на канале и в открытом поиске обнаружен Episode 2; повторяющиеся персонажи/актерский состав в школьной сцене наблюдаемы, но имена не подтверждены",да,,,6,"учитель в школьном классе заявляет, что покажет, как приветствовать учителя, сразу используя намеренно исковерканный английский","комедийный абсурд — учитель обучает класс неправильной фразе-приветствию, а ученики энтузиастично повторяют её",не найдено — действие линейно развивается как демонстрация и коллективное повторение,"ученики продолжают скандировать неправильное приветствие, затем примерно с 0:55 появляется промо-заставка ENGLAND GRAMMAR SCHOOL / Marlycoal Comedy",https://www.youtube.com/watch?v=hURbRAXVzvQ,"среднее — заголовок, канал, тип, подписчики, длительность, серийность и сюжет подтверждены прямой страницей/профилем и анализом доступного видео, но исходная страница показывает Video unavailable, поэтому дата и просмотры Shorts публично не подтверждены.",https://www.youtube.com/shorts/4oe_vjoQz2k\nhttps://www.youtube.com/@marlycoalcomedy/shorts\nhttps://www.youtube.com/watch?v=dUIeREBqYoY\nhttps://www.youtube.com/watch?v=hURbRAXVzvQ\nhttps://www.youtube.com/hashtag/englandgrammarschool
35,en,"Vigloo - Premiere Short Dramas (@ViglooOfficial), URL канала: https://www.youtube.com/@ViglooOfficial",https://www.youtube.com/@ViglooOfficial,Good Girl Gone Bad Trailer | Vigloo Premiere Short Dramas,https://www.youtube.com/shorts/7n26BWkG5sQ,2025-08-21,,649000,,Shorts,трейлер вертикальной мини-драмы Good Girl Gone Bad; официальная связанная публикация обозначена как Ep.1-15; повторяющиеся персонажи: профессор Madeline Shaw и Knox Adams,да,,,6,"не найдено — воспроизведение ролика на прямой странице недоступно, доступна только публичная аннотация","профессор Madeline Shaw живёт по правилам, а Knox Adams выдаёт себя за студента, хотя является миллиардером-CEO на тайной миссии по поиску предателя","раскрывается скрытая личность Knox Adams и то, что романтическое притяжение связано с опасной миссией",не найдено — финал именно этого трейлера публично не наблюдался из-за недоступности воспроизведения,https://www.youtube.com/watch?v=eKr-B9YRbQc,"среднее — заголовок, ID, канал, тип, дата и серийность подтверждены прямой страницей/YouTube oEmbed и официальными либо независимыми описаниями, но просмотры, длительность и покадровые детали хука и финала недоступны из-за недоступного воспроизведения.",https://www.youtube.com/shorts/7n26BWkG5sQ\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/shorts/7n26BWkG5sQ&format=json\nhttps://www.youtube.com/watch?v=eKr-B9YRbQc\nhttps://www.youtube.com/@ViglooOfficial/shorts\nhttps://www.vigloo.com/en/content/15000343\nhttps://i-love-verticals.com/reviews/good-girl-gone-bad/\nhttps://www.imdb.com/title/tt38036306/
36,en,"DRM English Dubbed (@drmenglishdubbed), URL канала: https://www.youtube.com/@drmenglishdubbed",https://www.youtube.com/@drmenglishdubbed,Their Hearts Felt At Peace Together 🥹💗 | Threads of Love | G1536,https://www.youtube.com/shorts/K6ViDmO_Ka0,2026-08-17,,306000,,Shorts,"серийный/повторяемый вертикальный контент по мини-драме Threads of Love, повторяющиеся персонажи и обозначение серии G1536",да,,,6,"В первые 1–3 секунды мужчина и женщина ведут напряжённый диалог: мужчина говорит «Такая женщина», женщина резко спрашивает, что он имеет в виду, и обвиняет его в плохих словах о её матери","спор мужчины и женщины о виновности или невиновности матери женщины, Памми Капур",женщина переходит от словесной защиты к действию и передаёт полицейскому письма как доказательства невиновности матери,заставка с призывом подписаться на YouTube-канал DRM DRAMA English,https://www.youtube.com/shorts/NdcHaYtnnwM,"высокое — заголовок, автор, URL канала, дата, серийность и подписчики подтверждены открытыми страницами YouTube/playlist, а сюжет проверен анализом доступного видео; просмотры и длительность публично не извлечены и поэтому помечены как «не найдено».",https://www.youtube.com/shorts/K6ViDmO_Ka0\nhttps://www.youtube.com/watch?v=K6ViDmO_Ka0\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/shorts/K6ViDmO_Ka0&format=json\nhttps://www.youtube.com/@drmenglishdubbed\nhttps://www.youtube.com/@drmenglishdubbed/shorts\nhttps://www.youtube.com/playlist?list=PLMfuIStZNE0tY5DukuaEzUQz8oFU9VWnA\nhttps://www.youtube.com/shorts/NdcHaYtnnwM
37,en,"SbignMation (@sbignmation), URL канала: https://www.youtube.com/@sbignmation",https://www.youtube.com/@sbignmation,STEVE.exe - Part 1 | Minecraft Animation,https://www.youtube.com/shorts/ePNjeTEjnik,не найдено,,49,9,Shorts,да — ролик помечен Part 1; на канале публично видны Part 2 и Part 3 с теми же повторяющимися персонажами/сеттингом Minecraft,да,,,6,"00:00–00:03 — Minecraft-персонаж с белыми светящимися глазами держит сияющий синий меч, приближающийся зомби мгновенно уничтожается одним взмахом","00:03–00:04 — появляется скелет с большим боевым топором, начинается схватка и блокирование ударов","00:04–00:05 — герой приседает, уклоняется от замаха и контратакует снизу вверх, после чего скелет рассыпается на кости","00:05–00:09 — герой остаётся в победной позе, появляется призыв «SUB OR SMASH» и красные сердечки в стилистике шкалы здоровья Minecraft",https://www.youtube.com/shorts/7bODUoNZf7Q,"среднее — заголовок, канал, число подписчиков, длительность, Shorts-тип и серийность подтверждены открытыми страницами YouTube, но точные дата публикации и текущее число просмотров исходного ролика публично не извлеклись, а видеосюжет подтверждён анализом доступного видеоряда.",https://www.youtube.com/shorts/ePNjeTEjnik\nhttps://www.youtube.com/watch?v=ePNjeTEjnik\nhttps://www.youtube.com/@sbignmation\nhttps://www.youtube.com/shorts/7bODUoNZf7Q\nhttps://www.youtube.com/shorts/kRqooW0BfFk
38,en,"Vigloo - Premiere Short Dramas (@ViglooOfficial), URL канала: https://www.youtube.com/channel/UC3Lerw1TSnj5WgG8RX6g-Kg",https://www.youtube.com/channel/UC3Lerw1TSnj5WgG8RX6g-Kg,Fires of Love Trailer | Vigloo Premiere Short Dramas,https://www.youtube.com/shorts/jYD5ESpBQzM,2025-06-25,,649000,,Shorts,"трейлер вертикальной мини-драмы Fires of Love; официальная страница связывает ролик со сборником «Fires of Love Ep.1-5», а IMDb классифицирует Fires of Love как TV Mini Series/Micro-Drama; повторяющиеся персонажи: Alice, Caleb",да,,,6,не найдено — ролик недоступен для воспроизведения на проверенной странице,"подтверждён по открытым синопсисам серии: после потери памяти Alice сталкивается с опасным прошлым, семейным давлением и угрозой отношениям",не найдено для конкретных первых секунд трейлера,не найдено для конкретного трейлера,https://www.youtube.com/watch?v=MaKfDoGCxbI,"среднее — заголовок, дата, тип, канал, подписчики и серийность подтверждены открытыми страницами, но просмотры и длительность Shorts не отображались, а сам ролик был недоступен для воспроизведения, поэтому детали первых секунд, поворот и финал не подтверждены.",https://www.youtube.com/shorts/jYD5ESpBQzM\nhttps://www.youtube.com/channel/UC3Lerw1TSnj5WgG8RX6g-Kg\nhttps://www.youtube.com/watch?v=MaKfDoGCxbI\nhttps://www.imdb.com/title/tt37435102/
39,en,AI Fun Cartoons (URL канала: https://www.youtube.com/@AIFunCartoons-i4n),https://www.youtube.com/@AIFunCartoons-i4n),“Talking Objects Universe: The Alarm Clock Attack & The Angry Water Bottle 😂🎭”,https://www.youtube.com/watch?v=6SL5gsfPEMY,не найдено,,118,193,другое,"серийный повторяемый формат Talking Objects Universe, в финале прямо произносится “Episode 7”, повторяются антропоморфные предметы (красный будильник, синяя бутылка, зелёный рюкзак и другие)",да,,,6,"спящий мальчик, яростно звонящий красный будильник и закадровая фраза “Last night he ignored the alarm, but today the alarm fights back”","будильник применяет всё более агрессивные способы разбудить мальчика, затем антропоморфная бутылка требует, чтобы мальчик пил воду, а он игнорирует их","мальчик берёт бутылку, но вместо того чтобы пить, сжимает её и выливает воду себе на голову, чем приводит бутылку в ужас","мальчик сидит виновато, плачущая бутылка говорит “Episode 7, I'm reporting him to Mother Nature!”, после чего появляется анонс следующего эпизода про месть вентилятора",https://www.youtube.com/watch?v=jMpYIMbcVgQ,"среднее — заголовок, канал, URL канала, серийность, сюжет и длительность подтверждены прямыми/oEmbed-данными и анализом видео, но страница YouTube блокировала автоматический доступ к текущим просмотрам и дате публикации; число подписчиков 118 взято из открытой индексируемой страницы канала.",https://www.youtube.com/watch?v=6SL5gsfPEMY\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=6SL5gsfPEMY&format=json\nhttps://www.youtube.com/@AIFunCartoons-i4n\nhttps://m.youtube.com/@AIFunCartoons-i4n/videos?view=0&sort=dd&shelf_id=2\nhttps://www.youtube.com/watch?v=jMpYIMbcVgQ
40,en,"My Drama Shorts (@MyDramaApp), URL канала: https://www.youtube.com/@MyDramaApp",https://www.youtube.com/@MyDramaApp,Bound by Blood | Part 1 | My Drama,https://www.youtube.com/watch?v=vmqZ9petaGg,2025-08-21,,1350000,,вертикальный эпизод,"Да — Part 1, сериал Bound by Blood; официальный плейлист содержит соседние части/сводные публикации, повторяющиеся персонажи Linda и Christopher",да,,,6,"в первые 1–3 секунды молодая женщина говорит мужчине «Твоя яичница готова. И я увольняюсь», снимает и бросает фартук","Linda устраивается в клинику «Центр крови», чтобы заработать на лечение больной няни, но её начальник Christopher — вампир, а в клинике ей приходится скрывать страх и противостоять враждебной коллеге","Christopher находит старую фотографию маленькой Linda с няней и говорит «Значит, мы снова встретились», раскрывая их связь из прошлого","Linda прерывает Christopher, когда он собирается укусить сотрудницу; он хватает Linda, замечает её бейдж, его глаза светятся синим, и он приближается к её лицу — клиффхэнгер",https://www.youtube.com/watch?v=cm9vQwQZ-xA,"среднее — заголовок, канал, подписчики, серийность, сюжетные элементы и соседний эпизод подтверждены прямыми страницами YouTube и анализом ролика, но текущий точный счётчик просмотров и длительность на открытой странице не предоставлены из-за ограничения YouTube.",https://www.youtube.com/watch?v=vmqZ9petaGg\nhttps://www.youtube.com/@MyDramaApp\nhttps://www.youtube.com/playlist?list=PL6o0uj37FvQ-X4ggB2zVD-3irSYg3fBZ7\nhttps://www.youtube.com/watch?v=cm9vQwQZ-xA\nhttps://www.youtube.com/playlist?list=PLokooRAn2xvN3o4d-_E042HZeRZeWoJO_\nhttps://m.imdb.com/title/tt37582766/
41,en,DRM DRAMA English (@drmdramaenglish,https://www.youtube.com/@drmdramaenglish/shorts),The Scene That Left Everyone Silent ❤️💔 | Threads of Love | G153,https://www.youtube.com/shorts/JQWlnRv4HIk,2026-06-06,251,,,Shorts,да — ролик маркирован G153 и относится к повторяющейся романтической драме Threads of Love; описание канала/ролика указывает на ежедневный выпуск эпизодов и персонажа Meera,да,,,5,"не найдено — видеоплеер на прямой странице недоступен, поэтому первые 1–3 секунды нельзя подтвердить","подтверждено на уровне описания серии — свободолюбивая Meera сопротивляется попытке семьи и bridal school сформировать из неё «идеальную невесту», но конкретная конфликтная сцена этого ролика не подтверждена",не найдено,не найдено,https://www.youtube.com/watch?v=00Mv38GItOA,"среднее — заголовок, канал, дата, просмотры, принадлежность к Shorts и серийность подтверждены прямой страницей/открытым поиском, но подписчики и длительность недоступны, а сюжетные детали первых секунд, поворота и финала не проверяются из-за статуса Video unavailable.",https://www.youtube.com/shorts/JQWlnRv4HIk\nhttps://www.youtube.com/@drmdramaenglish/shorts\nhttps://www.youtube.com/watch?v=00Mv38GItOA\nhttps://www.youtube.com/playlist?list=PLE8zyZ37b6rM
