Subject,Проверенная запись,Источники,Качество проверки,Error
https://www.youtube.com/shorts/OvBfS30UNn4,"Канал: The Land Of Boggs (URL канала: https://www.youtube.com/@TheLandofBoggs); Язык: en; Заголовок: The Coolest Coffee Order?!; Дата: 2026-08-07; Просмотры: 5426416; Подписчики: 9810000; Длительность_с: не найдено; Тип: Shorts; Серийность: серийный анимационный проект The Land Of Boggs с повторяющимися персонажами Boggo и Boe; Подходит: да; Хук: «Wanna grab coffee?» — приглашение выпить кофе, зафиксированное в открытом фрагменте описания/транскрипта; Конфликт: не найдено; Поворот: не найдено; Финал: не найдено; Соседний эпизод: https://www.youtube.com/watch?v=jF6zrWs9IzY",https://www.youtube.com/shorts/OvBfS30UNn4\nhttps://www.youtube.com/watch?v=OvBfS30UNn4\nhttps://www.youtube.com/@TheLandofBoggs/shorts\nhttps://www.youtube.com/watch?v=jF6zrWs9IzY\nhttps://www.facebook.com/thelandofboggs/videos/the-coolest-coffee-order/1592857802544347/,"среднее — заголовок, канал, дата, просмотры и подписчики подтверждены открытой страницей YouTube на срез 21.08.2026, но ролик отображался как недоступный для воспроизведения, поэтому длительность и полный сюжет (конфликт, поворот, финал) не подтверждены.",
https://www.youtube.com/shorts/PvAjx1MEW0E,"Канал: IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/@iraybsfilms; Язык: en; Заголовок: GARBAGE DAY - Taking out the garbage really stinks…. #horrorshort; Дата: не найдено; Просмотры: 22; Подписчики: 435; Длительность_с: не найдено; Тип: Shorts; Серийность: На странице ролика и в анализе содержимого нет указания на часть или серию и нет подтверждённых повторяющихся персонажей; канал публикует другие хоррор-ролики с обозначенными частями, но связь этого ролика с ними не подтверждена; Подходит: нет; Хук: заставка «GARBAGE DAY» поверх изображения женщины с искажённой тревожной улыбкой и мешком для мусора; Конфликт: женщина оказывается в узком кирпичном проходе, стены начинают физически смыкаться и угрожают раздавить её; Поворот: в панике лицо женщины быстро превращается в несколько разных пугающих кровавых монструозных форм; Финал: кирпичные стены полностью смыкаются, женщина раздавлена, снизу появляется большая брызга крови, затем ролик возвращается к начальной заставке; Соседний эпизод: https://www.youtube.com/shorts/x_IGFhPo2GA",https://www.youtube.com/shorts/PvAjx1MEW0E\nhttps://www.youtube.com/@iraybsfilms\nhttps://www.youtube.com/shorts/x_IGFhPo2GA,"среднее — заголовок, канал, подписчики, просмотры, тип Shorts и сюжет подтверждены открытой страницей YouTube и анализом доступного видео, но дата публикации и длительность публично не извлеклись, а соседний ролик указан YouTube как следующий, без подтверждения сюжетной связи.",
https://www.youtube.com/shorts/Pys3v-CTOeA,"Канал: DUCKMOVIELAND (@DUCKMOVIELAND), URL канала: https://www.youtube.com/@DUCKMOVIELAND; Язык: ru; Заголовок: КОД 21454 | ОН СПАС ЕЕ, А ОНА ВЫРУЧИЛА ЕГО #сериал #фильм #movie; Дата: 2025-09-28; Просмотры: 21000; Подписчики: 312000; Длительность_с: не найдено; Тип: Shorts; Серийность: серийный/повторяемый формат с кодами выпусков «КОД», хэштегами #сериал и #фильм; на канале опубликованы многочисленные аналогичные вертикальные сюжетные ролики; Подходит: да; Хук: в первые 1–3 секунды женщина в красном спрашивает женщину в синем: «Так вы жена?», та отвечает: «Я-то жена. А ты кто?», мужчина выглядит растерянным; Конфликт: беременной женщине становится плохо, после родов она не кормит ребёнка, а другая пациентка берёт кормление на себя; Поворот: мать ребёнка радостно общается по телефону, машет мужчине у белого кабриолета, затем ночью одевается и уходит из палаты; Финал: врач и пациентка находят исчезнувшую мать, её записку о том, что она уезжает к другому, оставляя ребёнка; врач держит плачущего младенца; Соседний эпизод: https://www.youtube.com/shorts/wwcV4Ob7Sck",https://www.youtube.com/shorts/Pys3v-CTOeA\nhttps://www.youtube.com/@DUCKMOVIELAND/shorts\nhttps://www.youtube.com/shorts/wwcV4Ob7Sck\nhttps://www.youtube.com/results?search_query=Pys3v-CTOeA,"среднее — заголовок, дата, просмотры и канал подтверждены открытой страницей/поиском YouTube, серийность и сюжет дополнительно проверены анализом видеоряда, но плеер YouTube на момент проверки показывал «Video unavailable», поэтому длительность не подтверждена.",
https://www.youtube.com/shorts/S3GlQKGc1ow,"Канал: Seoul City (@SeoulCityOfficial), URL канала: https://www.youtube.com/@SeoulCityOfficial; Язык: другой; Заголовок: 💗 #HechiAndSoulFriends AI Animation EP.4 💗; Дата: 2025-12-21; Просмотры: не найдено; Подписчики: 76600; Длительность_с: 51; Тип: Shorts; Серийность: серийная AI-анимация #HechiAndSoulFriends, Episode 4, с повторяющимся персонажем Hechi и Soul Friends; Подходит: да; Хук: розовый пушистый персонаж с синими полосами сидит на ледовом катке и завязывает белые коньки; Конфликт: при уборке катка большим скребком персонаж поскальзывается и падает на спину; Поворот: не найдено; Финал: персонаж зажигает украшенную рождественскую ёлку, в жёлтой каске улыбается и показывает большой палец; Соседний эпизод: https://english.seoul.go.kr/ai-animation-ep-3-hechis-mission-bust-the-anxiety-ghost-a-chase-to-the-hangang-river-on-ttareungi/",https://www.youtube.com/shorts/S3GlQKGc1ow\nhttps://www.youtube.com/@SeoulCityOfficial/shorts\nhttps://english.seoul.go.kr/ai-animation-ep-4-hechis-ice-rink-safety-check-seoul-plaza-skating-rink-ready-for-opening/\nhttps://english.seoul.go.kr/ai-animation-ep-3-hechis-mission-bust-the-anxiety-ghost-a-chase-to-the-hangang-river-on-ttareungi/\nhttps://english.seoul.go.kr/ai-animation-ep-5-hechi-to-the-rescue-protecting-seouls-gardens/,"среднее — заголовок, канал, серийность, сюжет, длительность и подписчики подтверждены прямой страницей YouTube, официальной страницей Seoul Metropolitan Government и анализом доступного видео, но текущий счётчик просмотров на странице YouTube недоступен, а язык определён по визуально-текстовому содержанию как смешанный/иной.",
https://www.youtube.com/shorts/TFgT4Zn0Fac,"Канал: TS X USA (@TSXUSA), URL канала: https://www.youtube.com/@TSXUSA; Язык: en; Заголовок: I Found a Secret Door in Roblox... What Happened Next Was Terrifying! 😱 | Part 1 #shorts; Дата: не найдено; Просмотры: не найдено; Подписчики: 54; Длительность_с: не найдено; Тип: Shorts; Серийность: В заголовке явно указано Part 1; повторяемая Roblox-хоррор/мини-драматическая подача канала подтверждается другими роликами с маркировкой Part 2 и Roblox Horror Story, но прямую сюжетную связь именно этого ролика с найденным Part 2 подтвердить нельзя; Подходит: да; Хук: не найдено — ролик на прямой странице помечен как Video unavailable, поэтому первые 1–3 секунды не наблюдаемы; Конфликт: не найдено — содержание недоступно; Поворот: не найдено — содержание недоступно; Финал: не найдено — содержание недоступно; Соседний эпизод: https://www.youtube.com/shorts/929qM3w4cl8",https://www.youtube.com/shorts/TFgT4Zn0Fac\nhttps://www.youtube.com/watch?v=TFgT4Zn0Fac\nhttps://www.youtube.com/@TSXUSA/shorts\nhttps://www.youtube.com/shorts/929qM3w4cl8,"среднее — заголовок, Shorts-тип, канал и 54 подписчика подтверждены открытыми страницами YouTube, но ролик недоступен для просмотра, поэтому дата, просмотры, длительность и сюжетные поля не подтверждаются.",
https://www.youtube.com/shorts/TZFokoTSJHk,"Канал: The Land Of Boggs (https://www.youtube.com/@TheLandofBoggs); Язык: en; Заголовок: I can't find what she wants!; Дата: не найдено; Просмотры: не найдено; Подписчики: не найдено; Длительность_с: 17; Тип: Shorts; Серийность: серийный анимационный веб-сериал The Land of Boggs; повторяющиеся персонажи Boggo и Boe, в данном ролике также показана мама/повар; Подходит: да; Хук: в первые 1–3 секунды персонаж просит Боу достать сахар со средней полки, пока сам готовит еду; Конфликт: Боу не видит сахар на заставленной банками полке, впадает в панику и получает давление из-за угрозы, что повар сам придёт искать; Поворот: хаотичный поиск превращается в разрушение кухни, после чего мама/повар без видимых усилий достаёт сахар из якобы пустого стеллажа; Финал: повар говорит, что сахар был прямо там, где указал, а Боу в шоке и плачет среди разгромленной кухни; Соседний эпизод: https://www.youtube.com/shorts/KWntvh2HvaQ",https://www.youtube.com/shorts/TZFokoTSJHk\nhttps://www.youtube.com/watch?v=TZFokoTSJHk\nhttps://www.youtube.com/@TheLandofBoggs/shorts\nhttps://www.facebook.com/thelandofboggs/videos/i-cant-find-what-she-wants/1094439602919558/\nhttps://www.youtube.com/shorts/KWntvh2HvaQ,"среднее — заголовок, канал, серийность, соседний эпизод и сюжет подтверждены открытыми страницами и анализом самого ролика, но YouTube показывал округлённые просмотры/подписчиков и относительную дату, поэтому точные числа и дата помечены как не найдено.",
https://www.youtube.com/shorts/UogyLXiXdh4,"Канал: Натурал Альбертович — https://www.youtube.com/@natural_albertovich; Язык: ru; Заголовок: ДУШНИЛА - 8я серия (смешное видео, приколы, поржать, юмор, #shorts ); Дата: 2024-07-27; Просмотры: 2981432; Подписчики: 11900000; Длительность_с: не найдено; Тип: Shorts; Серийность: в заголовке явно указана 8я серия («ДУШНИЛА»), что подтверждает повторяемый сериал/формат; соседний эпизод той же серии по открытым данным не найдено; Подходит: да; Хук: не найдено — ролик на момент проверки недоступен для воспроизведения; Конфликт: не найдено — ролик на момент проверки недоступен для воспроизведения; Поворот: не найдено — ролик на момент проверки недоступен для воспроизведения; Финал: не найдено — ролик на момент проверки недоступен для воспроизведения; Соседний эпизод: не найдено",https://www.youtube.com/shorts/UogyLXiXdh4\nhttps://www.youtube.com/watch?v=UogyLXiXdh4\nhttps://www.youtube.com/@natural_albertovich/shorts\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/shorts/UogyLXiXdh4&format=json\nhttps://www.youtube.com/source/UogyLXiXdh4/shorts,"среднее — заголовок, канал, дату и просмотры подтвердил прямой HTML YouTube, профиль канала публично показывает 11.9M подписчиков, но ролик недоступен для просмотра, поэтому длительность, сюжетные элементы и соседний эпизод не подтверждены.",
https://www.youtube.com/shorts/VKicbO7p9yI,"Канал: @AnomalyUFOSeries (ANOMALY); Язык: en; Заголовок: ANOMALY | EPISODE 2 [TEASER]; Дата: не найдено; Просмотры: не найдено; Подписчики: не найдено; Длительность_с: 34; Тип: Shorts; Серийность: серийный ролик — на экране явно указано «EPISODE 2», канал позиционирует ANOMALY как оригинальную серию коротких фильмов; Подходит: да; Хук: тёмная комната, человек лежит на кровати; слышны ночные звуки и нарастающий высокий писк; Конфликт: явного сюжетного или межличностного конфликта не подтверждено, напряжение создают писк и спокойная обстановка; Поворот: камера уходит от кровати в темноту, экран становится чёрным, писк обрывается, появляется узкая полоска света и низкий гул; Финал: на чёрном фоне появляются надписи «EPISODE 2», затем «JUNE 11», в конце слышно карканье ворон; Соседний эпизод: https://www.youtube.com/watch?v=Zs6UDYnmKZA",https://www.youtube.com/shorts/VKicbO7p9yI\nhttps://www.youtube.com/@AnomalyUFOSeries\nhttps://www.youtube.com/watch?v=Zs6UDYnmKZA\nhttps://youtu.be/L-ZHPlVa4do?is=t0UDNxrWyLuTJ6Z5,"среднее — заголовок, канал, серийность, соседний эпизод и длительность подтверждены страницей/открытыми источниками и видеоанализом, но YouTube на момент проверки показывал «Video unavailable», поэтому дата, просмотры и подписчики публично не подтверждены.",
https://www.youtube.com/shorts/VonnxHezrco,"Канал: Татьяна Лызь (@lyzenok), URL канала: https://www.youtube.com/@lyzenok/shorts; Язык: ru; Заголовок: 11 июля 2026 г.; Дата: 2026-07-11; Просмотры: не найдено; Подписчики: 206; Длительность_с: 12; Тип: Shorts; Серийность: повторяемый формат/репост: в описании указана серия «Трое из Простоквашино. Все серии 1-27 серии. Майнкрафт анимация» с атрибуцией @NAIZISHOW; на том же канале найдены соседние Shorts с тем же описанием и датами 2026-06-18 и 2026-07-14, однако наличие единой сюжетной мини-драмы и повторяющихся персонажей именно в этом ролике не подтверждено; Подходит: да; Хук: крупный план нарисованного мужского портрета, затем резкая смена на синюю пластилиновую птицу; звучит вопрос «Это кто там?» и ответ голосом Печкина; Конфликт: звуковая реплика представляет героя как почтальона Печкина, но в кадре показана нелепая синяя пластилиновая птица, что заканчивается репликой «Ой, как неудобно»; Поворот: камера отдаляется и показывает картонные декорации и другие фигурки — кота, волка и русалку на дереве; Финал: статичный общий план композиции на столе, после чего начинает звучать грустная мелодия; Соседний эпизод: https://www.youtube.com/shorts/ici3LXP6W8Y",https://www.youtube.com/shorts/VonnxHezrco\nhttps://www.youtube.com/@lyzenok/shorts\nhttps://www.youtube.com/shorts/ici3LXP6W8Y\nhttps://www.youtube.com/shorts/tgWhgDi9Ckw\nhttps://www.youtube.com/watch?v=q8ILXIrxM54,"среднее — канал, заголовок, дата, подписчики, длительность, язык и сюжет сверены по открытым страницам/анализу доступного видеопотока, но YouTube на прямой странице показывал Video unavailable и не отображал просмотры, поэтому эти поля оставлены как не найдено.",
https://www.youtube.com/shorts/X44d8O_oN-0,"Канал: Снежана Мясникова (@snezhick), URL канала: https://www.youtube.com/@snezhick; Язык: ru; Заголовок: ТИПИЧНАЯ ПЕРЕМЕНА🤣 #приколы #жиза #школа #перемена #рек #скетч #шортс; Дата: 2024-10-13; Просмотры: не найдено; Подписчики: не найдено; Длительность_с: 19; Тип: Shorts; Серийность: повторяемый школьный юмористический скетч-формат «Типичная перемена» с несколькими персонажами; ролик не имеет номера серии, но на канале есть другие повторяемые школьные скетчи и сериал «Лагерь»; Подходит: да; Хук: в школьном коридоре миниатюрная девушка с ярко-розовыми волосами кричит двум очень высоким девушкам «Отвали!», на что они отвечают «Сама отвали!»; Конфликт: серия абсурдных мини-сценок о школьной перемене — перепалка персонажей, затем спор о том, кто водит в игре, и комическая ситуация с просьбой принести туалетную бумагу; Поворот: резкая смена сцены на туалет, где героиня говорит «Из меня сейчас подлодка выйдет», после чего появляется персонаж, приклеенный к потолку; Финал: приклеенный к потолку персонаж отвечает, что помог бы, но его приклеили к потолку; Соседний эпизод: https://www.youtube.com/shorts/1egfA52HfEs",https://www.youtube.com/shorts/X44d8O_oN-0\nhttps://www.youtube.com/@snezhick\nhttps://www.youtube.com/results?search_query=%22%D0%A2%D0%98%D0%9F%D0%98%D0%A7%D0%9D%D0%90%D0%AF+%D0%9F%D0%95%D0%A0%D0%95%D0%9C%D0%95%D0%9D%D0%90%22+%40snezhick\nhttps://www.youtube.com/shorts/1egfA52HfEs,"среднее — заголовок, канал, дата из открытой выдачи, тип и сюжет подтверждены прямой страницей/анализом видеоряда, но точные просмотры и подписчики публично отображались только округлённо либо были недоступны.",
https://www.youtube.com/shorts/_NWBE7MnEEU,"Канал: Wobblet (@The_Wolf_of_Shorts_Street); Язык: ru; Заголовок: Он спас жизнь девочки, но сам не выжил😭 #фильм #сериал #shorts; Дата: 2026-02-07; Просмотры: не найдено; Подписчики: не найдено; Длительность_с: 52; Тип: Shorts; Серийность: ролик выглядит как фрагмент художественного фильма; в диалоге упомянуты три хранителя, семь испытаний и сорок девять дней, что указывает на продолжение истории, но отдельная серия/номер и повторяющийся выпускной формат не подтверждены; Подходит: неясно; Хук: крупный план раненого пожарного, который обращается к девушке и обнаруживает совпадение их имён; Конфликт: герой видит своё тело на земле, тогда как окружающие пытаются его реанимировать, и не принимает собственную смерть, поскольку хочет увидеть мать; Поворот: выясняется, что разговаривающий пожарный — дух, а его физическое тело лежит на земле; Финал: героя затягивает сверхъестественная воронка, он просит хотя бы минуту для прощания с матерью, после чего мужчина в костюме делает взмах рукой; Соседний эпизод: не найдено",https://www.youtube.com/shorts/_NWBE7MnEEU\nhttps://www.youtube.com/@The_Wolf_of_Shorts_Street\nhttps://www.youtube.com/playlist?list=PLIZKItXCtHyghwSe1Llq83Iq5_AdEzAv3\nhttps://www.instagram.com/the_wolf_of_shorts_street/,"среднее — заголовок, канал, дату, длительность и сюжет проверены по открытым страницам и анализу самого ролика, но YouTube показывает ролик как недоступный, поэтому точные текущие просмотры и подписчики, а также соседний эпизод не подтверждены.",
https://www.youtube.com/shorts/_qOeCpSoh4I,"Канал: Арсений Хасанов (https://www.youtube.com/channel/UCNNOnGYnYTBFPsf2F47XcXA); Язык: ru; Заголовок: The New Girl | Vertical Series (Episode 1/9); Дата: 2026-02-03; Просмотры: не найдено; Подписчики: не найдено; Длительность_с: не найдено; Тип: Shorts; Серийность: вертикальный сериал, эпизод 1/9; повторяющиеся персонажи/героини — Аня и блондинка; Подходит: да; Хук: общий план автобусной остановки у трассы, на экране титры «НОВЕНЬКАЯ» и «1 серия», в кадре три человека; Конфликт: знакомство Ани с циничной опытной девушкой, которая психологически давит на неё и предупреждает о работе, клиентах и необходимости не выглядеть жертвой; Поворот: из реплик раскрывается, что героини работают на трассе и что Аня — новичок с трёхлетним ребёнком; Финал: блондинка уходит, обещая рассказать, как пережить первую неделю, а Аня остаётся одна на остановке; сцена затемняется; Соседний эпизод: https://www.youtube.com/shorts/aioEH0BBfu0",https://www.youtube.com/shorts/_qOeCpSoh4I\nhttps://www.youtube.com/channel/UCNNOnGYnYTBFPsf2F47XcXA\nhttps://www.youtube.com/shorts/aioEH0BBfu0\nhttps://www.youtube.com/watch?v=_qOeCpSoh4I,"среднее — заголовок, канал, дата, серийность и сюжет подтверждены страницей/поиском и анализом ролика, но YouTube показывал «Video unavailable», поэтому текущие просмотры, точное число подписчиков и длительность публично не извлечены.",
https://www.youtube.com/shorts/a-8GQUcK8Y0,"Канал: DRM DRAMA English (@drmdramaenglish), URL канала: https://www.youtube.com/@drmdramaenglish; Язык: en; Заголовок: She Brought Warmth Into His Life 💖🥰 | Threads of Love | G1536; Дата: 2026-08-18; Просмотры: не найдено; Подписчики: 248000; Длительность_с: не найдено; Тип: Shorts; Серийность: да — ролик помечен как Threads of Love | G1536; канал публикует повторяющиеся Shorts с тем же названием серии и имеет плейлист Threads of Love all episodes (ENG DUB), 99 видео; Подходит: да; Хук: не найдено; Конфликт: не найдено; Поворот: не найдено; Финал: не найдено; Соседний эпизод: https://www.youtube.com/shorts/r_TpD9o0vKM",https://www.youtube.com/shorts/a-8GQUcK8Y0\nhttps://m.youtube.com/shorts/a-8GQUcK8Y0\nhttps://www.youtube.com/@drmdramaenglish/shorts\nhttps://www.youtube.com/playlist?list=PLMfuIStZNE0tY5DukuaEzUQz8oFU9VWnA\nhttps://www.youtube.com/shorts/r_TpD9o0vKM,"среднее — заголовок, ID, дата, канал, подписчики, формат Shorts и серийность подтверждены открытыми страницами, но прямой ролик на срез проверки отображался как Video unavailable, поэтому просмотры, длительность и содержание сцен не подтверждены.",
https://www.youtube.com/shorts/c73d7usS5gI,"Канал: Аниматик (@Animatic-i1d), URL канала: https://www.youtube.com/@Animatic-i1d; Язык: ru; Заголовок: Did Skiv lock Biscas in the basement? Episode 11 SL; Дата: 2026-06-27; Просмотры: 22000; Подписчики: 1560; Длительность_с: 16; Тип: Shorts; Серийность: да — в заголовке прямо указано Episode 11 SL; ролик использует повторяющихся персонажей/вселенную Бискаса, а финал построен как клиффхэнгер; Подходит: да; Хук: в первые 1–3 секунды бородатый персонаж в защитных очках обвиняет оранжевого антропоморфного лиса Бискуса в похищении сына и требует ответственности; Конфликт: бородатый персонаж угрожает наказать Бискуса, после чего Бискус опасается, что его запрут в подвале; Поворот: персонаж ударяет/толкает Бискуса в тёмное помещение с сундуками и закрывает дверь; Финал: Бискас оказывается заперт в подвале и обнаруживает рядом ещё трёх антропоморфных персонажей — синего, розово-белого и зелёного; Соседний эпизод: не найдено",https://www.youtube.com/shorts/c73d7usS5gI\nhttps://www.youtube.com/watch?v=c73d7usS5gI\nhttps://www.youtube.com/@Animatic-i1d\nhttps://www.youtube.com/@Animatic-i1d/shorts,"среднее — заголовок, URL, канал, подписчики, длительность и просмотры подтверждены открытыми страницами YouTube, дата найдена в индексе поиска, а соседний эпизод не удалось подтвердить прямым URL; сюжет проверен визуально-аудиальным анализом, поскольку исходная страница помечена как Video unavailable.",
https://www.youtube.com/shorts/eOmq_EsNORU,"Канал: ScrollVerse (@scrollverse-sv), URL канала: https://www.youtube.com/@scrollverse-sv; Язык: en; Заголовок: Emma & Robo | Episode 2 🐶✨ | The Lost Puppy | AI Animated Story #shorts; Дата: 2026-07-22; Просмотры: 15; Подписчики: 2; Длительность_с: 40; Тип: Shorts; Серийность: серийная AI-анимация Emma & Robo; подтверждены повторяющиеся персонажи Emma и Robo и наличие как минимум эпизодов 1–8 на странице Shorts канала; Подходит: да; Хук: в первые 1–3 секунды девочка и робот идут по городку, внезапно останавливаются и замечают одинокого грустного щенка у моста; Конфликт: щенок потерялся, выглядит грустным и голодным, герои пытаются его успокоить и девочка кормит его; Поворот: появляется пожилая хозяйка, забирает щенка, после чего щенок начинает рыть землю под деревом и обнаруживается магический компас; Финал: девочка и робот рассматривают светящийся компас и уходят по дороге в сторону леса; Соседний эпизод: https://www.youtube.com/shorts/bZRkhLZ_Ow4",https://www.youtube.com/shorts/eOmq_EsNORU\nhttps://www.youtube.com/watch?v=eOmq_EsNORU\nhttps://www.youtube.com/@scrollverse-sv/shorts\nhttps://www.youtube.com/shorts/bZRkhLZ_Ow4,"высокое — заголовок, канал, дата, просмотры, подписчики и длительность подтверждены открытой страницей YouTube на срез 21.08.2026, серийность подтверждена страницей канала и соседним эпизодом, сюжет дополнительно проверен по доступному публичному видеоряду; независимый трекер не использован.",
https://www.youtube.com/shorts/ePNjeTEjnik,"Канал: SbignMation (@sbignmation), URL канала: https://www.youtube.com/@sbignmation; Язык: en; Заголовок: STEVE.exe - Part 1 | Minecraft Animation; Дата: не найдено; Просмотры: не найдено; Подписчики: 49; Длительность_с: 9; Тип: Shorts; Серийность: да — ролик помечен Part 1; на канале публично видны Part 2 и Part 3 с теми же повторяющимися персонажами/сеттингом Minecraft; Подходит: да; Хук: 00:00–00:03 — Minecraft-персонаж с белыми светящимися глазами держит сияющий синий меч, приближающийся зомби мгновенно уничтожается одним взмахом; Конфликт: 00:03–00:04 — появляется скелет с большим боевым топором, начинается схватка и блокирование ударов; Поворот: 00:04–00:05 — герой приседает, уклоняется от замаха и контратакует снизу вверх, после чего скелет рассыпается на кости; Финал: 00:05–00:09 — герой остаётся в победной позе, появляется призыв «SUB OR SMASH» и красные сердечки в стилистике шкалы здоровья Minecraft; Соседний эпизод: https://www.youtube.com/shorts/7bODUoNZf7Q",https://www.youtube.com/shorts/ePNjeTEjnik\nhttps://www.youtube.com/watch?v=ePNjeTEjnik\nhttps://www.youtube.com/@sbignmation\nhttps://www.youtube.com/shorts/7bODUoNZf7Q\nhttps://www.youtube.com/shorts/kRqooW0BfFk,"среднее — заголовок, канал, число подписчиков, длительность, Shorts-тип и серийность подтверждены открытыми страницами YouTube, но точные дата публикации и текущее число просмотров исходного ролика публично не извлеклись, а видеосюжет подтверждён анализом доступного видеоряда.",
https://www.youtube.com/shorts/fK9PrNwKoRA,"Канал: Case Unsolved (https://www.youtube.com/@CaseUnsolved7); Язык: en; Заголовок: The Monster Told Him to RUN... 😱 | Roblox Horror Story Part 2 #Shorts; Дата: не найдено; Просмотры: 281; Подписчики: 21800; Длительность_с: не найдено; Тип: Shorts; Серийность: да — в заголовке указано Part 2, сюжет продолжает ролик «I Entered a Roblox School at Midnight… 😱 | Roblox Horror Story #Shorts», а финальный экран содержит «PART 3 COMING SOON...»; Подходит: да; Хук: испуганный Roblox-персонаж бежит по тёмному задымлённому школьному коридору, открывает дверь с надписью EXIT, но оказывается в том же коридоре; Конфликт: герой заперт в бесконечной школе и пытается спастись от монстра; Поворот: герой видит огромного монстра с красными глазами, но монстр не нападает, а указывает направление и говорит «Run»; Финал: герой убегает в указанную сторону, появляется надпись «PART 3 COMING SOON...»; Соседний эпизод: https://www.youtube.com/shorts/0Lyl8bNFp-s",https://www.youtube.com/shorts/fK9PrNwKoRA\nhttps://www.youtube.com/@CaseUnsolved7/shorts\nhttps://www.youtube.com/shorts/0Lyl8bNFp-s\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=fK9PrNwKoRA&format=json,"среднее — заголовок, канал, подписчики, просмотры, соседний эпизод и сюжет подтверждены открытой страницей YouTube и анализом доступного ролика, но дата и длительность публично не извлеклись.",
https://www.youtube.com/shorts/fXMKLXoy2Og,"Канал: Тайна Исцеления (URL: https://www.youtube.com/@ТайнаИсцеления); Язык: ru; Заголовок: Бесплодный богач и девушка — встреча через годы | часть 1 | #драма #любовь #история #жизнь #судьба; Дата: не найдено; Просмотры: не найдено; Подписчики: 12800; Длительность_с: 160; Тип: Shorts; Серийность: да — в заголовке указано «часть 1», а в финальном кадре ролика присутствует надпись «часть 1»; повторяющиеся персонажи: богач и девушка Алина; Подходит: да; Хук: мужчина-богач в офисе/на фоне ночного мегаполиса, закадровый текст и субтитр сообщают, что бесплодный богач провёл ночь с невинной девушкой, а спустя четыре года она вернулась с его ребёнком; Конфликт: богач считает себя бесплодным и из-за диагноза живёт в одиночестве, не веря в возможность стать отцом; Поворот: спустя четыре года Алина приходит с маленьким мальчиком и заявляет, что это её сын, при этом мужчина замечает в ребёнке свои черты; Финал: мужчина осознаёт, что стал отцом, спрашивает имя мальчика — Артём; ролик заканчивается указанием «часть 1»; Соседний эпизод: не найдено",https://www.youtube.com/shorts/fXMKLXoy2Og\nhttps://www.youtube.com/@ТайнаИсцеления\nhttps://www.youtube.com/watch?v=-zoejHhoj3A\nhttps://www.youtube.com/watch?v=zjgMSXDUP7U\nhttps://www.youtube.com/watch?v=rAdrpudcJxo,"среднее — заголовок, канал, подписчики, длительность, язык, сюжет и серийность подтверждены прямой страницей/анализом ролика, но YouTube не показал просмотры и дату, а отдельный соседний эпизод по открытому поиску не подтверждён.",
https://www.youtube.com/shorts/iQmXjG08G7Y,"Канал: Vigloo - Premiere Short Dramas (@ViglooOfficial), URL канала: https://www.youtube.com/@ViglooOfficial; Язык: en; Заголовок: Campus Rivals Trailer | Vigloo Premiere Short Dramas; Дата: 2025-07-09; Просмотры: не найдено; Подписчики: не найдено; Длительность_с: не найдено; Тип: Shorts; Серийность: трейлер вертикальной мини-драмы Campus Rivals; страница ролика содержит ссылку на сборник Campus Rivals Ep.1-9, что подтверждает серийный формат и повторяющихся персонажей Claire, Xavier и Chad; Подходит: да; Хук: коллаж из полароидных снимков двух смеющихся девушек, затем они заходят в здание Alpha Omega; Конфликт: любовный треугольник в студенческой среде — Claire оказывается между Xavier и Chad, которые враждуют из-за неё; Поворот: выясняется, что у Xavier есть невеста, угрожающая уничтожить Claire, а Chad говорит, что Claire для Xavier лишь источник денег; Финал: расстроенная Claire стоит с бокалом между двумя соперниками на вечеринке, после чего ролик обрывается на рекламной заставке Campus Rivals с призывом смотреть эпизоды в Vigloo; Соседний эпизод: https://www.youtube.com/watch?v=up7KaodjdWk",https://www.youtube.com/shorts/iQmXjG08G7Y\nhttps://www.youtube.com/watch?v=iQmXjG08G7Y\nhttps://www.youtube.com/@ViglooOfficial\nhttps://www.youtube.com/watch?v=up7KaodjdWk,"среднее — заголовок, канал, дата, тип, серийность, соседний выпуск и сюжет подтверждены открытыми страницами YouTube и анализом видеоряда, но точные текущие просмотры, подписчики и длительность публично не извлечены из-за округлённых метрик и недоступности плеера.",
